i,j,k,FE,SI,G1,G2,G3,LITOTIPO,ORE,X,Y,Z
9,76,28,34.01,21.52,-99.0,-99.0,-99.0,MD,0,641275.0,8427625.0,712.5
9,76,29,34.01,21.52,-99.0,-99.0,-99.0,MS,0,641275.0,8427625.0,737.5
9,77,20,63.62,6.86,6.77,57.54,35.67,HF,0,641275.0,8427675.0,512.5
9,77,21,66.685,23.93,13.29,61.165000000000006,25.53,HF,0,641275.0,8427675.0,537.5
9,77,22,67.47333333333334,13.0,11.780000000000001,62.843333333333334,25.363333333333333,HF,0,641275.0,8427675.0,562.5
9,77,23,64.75,15.83,23.06,54.53,22.4,MD,0,641275.0,8427675.0,587.5
9,77,24,64.75,15.83,23.06,54.53,22.4,MD,0,641275.0,8427675.0,612.5
9,77,25,64.75,15.83,23.06,54.53,22.4,MD,0,641275.0,8427675.0,637.5
9,81,20,66.43,17.27,6.0,69.3,24.66,HF,0,641275.0,8427875.0,512.5
9,81,21,66.57,10.3,8.1,67.4,24.52,HF,0,641275.0,8427875.0,537.5
9,81,22,66.22999999999999,1.8199999999999998,6.1,70.95,22.965,HF,1,641275.0,8427875.0,562.5
9,81,23,20.0,30.9,9.7,69.2,21.17,MD,0,641275.0,8427875.0,587.5
9,81,32,12.26,34.01,73.36,21.540000000000003,5.09,md,0,641275.0,8427875.0,812.5
9,82,18,40.02,39.42,88.7,10.1,1.16,JP,0,641275.0,8427925.0,462.5
9,82,19,53.739999999999995,20.855,50.300000000000004,37.05,12.685,HF,0,641275.0,8427925.0,487.5
9,82,20,64.57,4.53,15.7,62.5,21.75,HF,1,641275.0,8427925.0,512.5
9,83,29,66.725,7.87,11.5,70.3,18.25,HF,0,641275.0,8427975.0,737.5
9,83,30,42.644999999999996,20.83,10.3,73.1,16.6,HF,0,641275.0,8427975.0,762.5
9,83,31,18.1,31.2,10.3,73.1,16.6,MD,0,641275.0,8427975.0,787.5
9,85,28,67.0,11.1,32.45,54.35,13.2,MD,0,641275.0,8428075.0,712.5
9,85,29,50.61,19.1125,30.05,49.8025,20.145,HF,0,641275.0,8428075.0,737.5
9,85,30,67.0,11.1,32.45,54.35,13.2,MD,0,641275.0,8428075.0,762.5
9,85,31,51.545,11.065,42.2,42.875,14.915,MD,0,641275.0,8428075.0,787.5
9,85,32,47.553333333333335,7.663333333333333,43.86000000000001,40.71333333333333,15.413333333333332,CG,0,641275.0,8428075.0,812.5
9,86,23,42.77,37.3,90.9,7.44,1.66,JP,0,641275.0,8428125.0,587.5
9,86,24,47.39333333333334,19.52,35.43,51.876666666666665,12.696666666666667,HF,0,641275.0,8428125.0,612.5
9,87,23,42.35666666666666,39.52333333333333,94.79,4.266666666666667,0.9433333333333334,JP,0,641275.0,8428175.0,587.5
9,87,24,64.42666666666666,5.316666666666667,30.560000000000002,52.92333333333334,16.506666666666664,HF,0,641275.0,8428175.0,612.5
9,87,25,48.01,17.396666666666665,18.585,61.76166666666666,19.648333333333333,MD,0,641275.0,8428175.0,637.5
9,87,26,65.99,18.713333333333335,12.593333333333334,65.14333333333333,22.256666666666664,HF,0,641275.0,8428175.0,662.5
9,87,27,66.06,13.753333333333332,15.573333333333332,61.63666666666666,22.78333333333333,HF,0,641275.0,8428175.0,687.5
9,87,28,61.98666666666667,7.11,-4.839999999999999,-4.743333333333335,-22.76,HC,0,641275.0,8428175.0,712.5
9,87,29,37.57,29.235,45.504999999999995,42.715,11.78,HEM,0,641275.0,8428175.0,737.5
9,87,30,61.4,0.78,68.05,27.51,4.45,MD,1,641275.0,8428175.0,762.5
9,87,31,61.4,0.78,68.05,27.51,4.45,CG,1,641275.0,8428175.0,787.5
9,87,32,61.4,0.78,68.05,27.51,4.45,CM,1,641275.0,8428175.0,812.5
10,20,34,31.2,15.3,73.9,23.6,2.56,MD,0,641325.0,8424825.0,862.5
10,24,32,67.58,0.8,16.639,62.633,20.728,HF,1,641325.0,8425025.0,812.5
10,24,33,58.91,29.11,66.678,25.433,7.893,MD,0,641325.0,8425025.0,837.5
10,24,34,64.07000000000001,7.795,66.678,25.433,7.893,CG,0,641325.0,8425025.0,862.5
10,27,34,48.985,1.24,-99.0,-99.0,-99.0,JP,0,641325.0,8425175.0,862.5
10,27,35,40.54,0.85,-99.0,-99.0,-99.0,CG,0,641325.0,8425175.0,887.5
10,28,30,35.160000000000004,47.125,100.0,0.0,0.0,JP,0,641325.0,8425225.0,762.5
10,28,31,65.14,1.11,-99.0,-99.0,-99.0,MD,1,641325.0,8425225.0,787.5
10,28,33,65.14,1.11,-99.0,-99.0,-99.0,MD,1,641325.0,8425225.0,837.5
10,28,34,65.14,1.11,-99.0,-99.0,-99.0,SR,1,641325.0,8425225.0,862.5
10,28,35,57.65,3.1275,0.5,-49.5,-49.5,CG,0,641325.0,8425225.0,887.5
10,28,36,60.31,0.89,100.0,0.0,0.0,CM,1,641325.0,8425225.0,912.5
10,30,32,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641325.0,8425325.0,812.5
10,30,35,-99.0,-99.0,-99.0,-99.0,-99.0,CG,0,641325.0,8425325.0,887.5
10,32,29,48.815,24.83,0.5,-49.5,-49.5,JP,0,641325.0,8425425.0,737.5
10,32,30,61.53,4.16,-99.0,-99.0,-99.0,HF,1,641325.0,8425425.0,762.5
10,32,32,51.1,2.08,-99.0,-99.0,-99.0,MD,0,641325.0,8425425.0,812.5
10,32,35,51.1,2.08,-99.0,-99.0,-99.0,CG,0,641325.0,8425425.0,887.5
10,34,37,54.2,0.74,-99.0,-99.0,-99.0,MD,0,641325.0,8425525.0,937.5
10,34,39,61.63,6.29,-99.0,-99.0,-99.0,HF,0,641325.0,8425525.0,987.5
10,36,29,-99.0,-99.0,-99.0,-99.0,-99.0,ms,0,641325.0,8425625.0,737.5
10,36,30,-99.0,-99.0,-99.0,-99.0,-99.0,jp,0,641325.0,8425625.0,762.5
10,38,29,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641325.0,8425725.0,737.5
10,43,20,39.28,41.29,94.4,5.0,0.58,JP,0,641325.0,8425975.0,512.5
10,45,19,46.31,31.32,96.5,3.0,0.45,JP,0,641325.0,8426075.0,487.5
10,50,15,65.6,4.32,82.25,14.33,3.42,MS,1,641325.0,8426325.0,387.5
10,50,17,65.6,4.32,82.25,14.33,3.42,JP,1,641325.0,8426325.0,437.5
10,50,26,65.94,10.84,14.761,69.562,14.732,JP,0,641325.0,8426325.0,662.5
10,50,27,65.91333333333334,10.6,-22.340333333333334,12.859,-23.209,HF,0,641325.0,8426325.0,687.5
10,53,39,66.06,23.94,7.274,61.919,30.808,HF,0,641325.0,8426475.0,987.5
10,57,24,36.38,45.2,100.0,0.0,0.0,MS,0,641325.0,8426675.0,612.5
10,57,25,36.38,45.2,100.0,0.0,0.0,JP,0,641325.0,8426675.0,637.5
10,57,26,36.38,45.2,100.0,0.0,0.0,JP,0,641325.0,8426675.0,662.5
10,57,27,38.42,44.35,100.0,0.0,0.0,JP,0,641325.0,8426675.0,687.5
10,57,34,65.655,0.595,-19.5515,-32.6165,-46.5235,CM,1,641325.0,8426675.0,862.5
10,57,35,61.31,0.46,66.645,30.661,2.284,CM,1,641325.0,8426675.0,887.5
10,59,33,67.39500000000001,0.54,20.869999999999997,55.05,24.08,HF,1,641325.0,8426775.0,837.5
10,59,34,67.40333333333334,0.5433333333333333,23.576666666666668,53.50333333333333,22.91333333333333,HF,1,641325.0,8426775.0,862.5
10,59,35,64.80666666666667,0.5233333333333333,41.58,41.39666666666667,17.006666666666664,CM,1,641325.0,8426775.0,887.5
10,61,29,39.86,41.004999999999995,94.995,4.145,0.85,JP,0,641325.0,8426875.0,737.5
10,61,30,67.15666666666667,0.6433333333333334,-23.541,12.441333333333333,-21.801333333333332,HF,1,641325.0,8426875.0,762.5
10,61,31,66.46333333333332,3.903333333333333,-58.19,-45.17166666666666,-61.38966666666666,HF,1,641325.0,8426875.0,787.5
10,61,32,67.7775,0.51,-71.943,-58.1355,-67.79975,HF,1,641325.0,8426875.0,812.5
10,61,33,67.37666666666667,0.6166666666666667,-63.59366666666667,-43.626,-57.75533333333333,HF,1,641325.0,8426875.0,837.5
10,61,34,67.24333333333334,0.61,-61.35166666666667,-43.97866666666667,-59.571666666666665,HF,1,641325.0,8426875.0,862.5
10,61,35,67.43,0.6433333333333334,-0.5813333333333333,-4.320666666666668,-28.013333333333332,HF,1,641325.0,8426875.0,887.5
10,62,36,67.765,0.58,-29.495,-26.905,-42.47,HF,1,641325.0,8426925.0,912.5
10,62,37,68.29,0.5499999999999999,-99.0,-99.0,-99.0,HF,1,641325.0,8426925.0,937.5
10,62,38,67.29,0.56,-99.0,-99.0,-99.0,HF,1,641325.0,8426925.0,962.5
10,63,38,66.295,0.67,-99.0,-99.0,-99.0,HF,1,641325.0,8426975.0,962.5
10,63,39,66.21,7.033333333333334,-99.0,-99.0,-99.0,HF,0,641325.0,8426975.0,987.5
10,66,32,35.34,1.62,74.03,19.25,6.7,MS,0,641325.0,8427125.0,812.5
10,66,33,35.34,1.62,74.03,19.25,6.7,MD,0,641325.0,8427125.0,837.5
10,68,26,-99.0,-99.0,-99.0,-99.0,-99.0,MS,0,641325.0,8427225.0,662.5
10,68,27,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641325.0,8427225.0,687.5
10,68,29,25.0,61.26,99.99,0.0,0.0,JP,0,641325.0,8427225.0,737.5
10,70,28,42.14,18.35,42.03,45.99,11.77,MS,0,641325.0,8427325.0,712.5
10,73,27,62.43,0.93,77.6,19.21,2.72,CM,1,641325.0,8427475.0,687.5
10,75,32,63.74,0.68,61.88,28.37,9.24,Md,1,641325.0,8427575.0,812.5
10,75,33,63.705,0.7575000000000001,73.71,20.8425,4.805,Hc,1,641325.0,8427575.0,837.5
10,75,34,61.94,0.81,77.32,19.17,2.83,CM,1,641325.0,8427575.0,862.5
10,76,28,67.27,1.26,13.4,73.6,13.0,MD,1,641325.0,8427625.0,712.5
10,76,29,66.315,6.005,15.7,70.05,14.25,HF,0,641325.0,8427625.0,737.5
10,76,30,65.36,10.75,18.0,66.5,15.5,MS,0,641325.0,8427625.0,762.5
10,76,31,65.36,10.75,18.0,66.5,15.5,MD,0,641325.0,8427625.0,787.5
10,76,32,65.42,10.89,16.25,64.95,18.8,HF,0,641325.0,8427625.0,812.5
10,76,33,48.32,0.87,69.8,25.6,4.6,CG,0,641325.0,8427625.0,837.5
10,77,34,57.57,0.83,71.2,24.5,4.3,CM,0,641325.0,8427675.0,862.5
10,78,26,26.32,27.38,-99.0,-99.0,-99.0,MD,0,641325.0,8427725.0,662.5
10,79,27,26.32,27.38,-99.0,-99.0,-99.0,MD,0,641325.0,8427775.0,687.5
10,79,28,26.32,27.38,-99.0,-99.0,-99.0,MD,0,641325.0,8427775.0,712.5
10,79,29,56.207499999999996,10.7675,-99.0,-99.0,-99.0,HF,0,641325.0,8427775.0,737.5
10,79,30,23.43,28.68,-99.0,-99.0,-99.0,MD,0,641325.0,8427775.0,762.5
10,79,31,36.32,4.54,-99.0,-99.0,-99.0,MD,0,641325.0,8427775.0,787.5
10,79,32,50.584999999999994,2.75,-99.0,-99.0,-99.0,CM,0,641325.0,8427775.0,812.5
10,79,33,64.24,1.045,-99.0,-99.0,-99.0,CM,1,641325.0,8427775.0,837.5
10,80,24,67.45,0.9,10.49,61.23,28.26,hf,1,641325.0,8427825.0,612.5
10,80,25,67.36,0.85,11.58,61.18333333333334,27.236666666666665,hf,1,641325.0,8427825.0,637.5
10,80,26,67.71000000000001,1.105,-38.685,-21.79,-38.03,hf,1,641325.0,8427825.0,662.5
10,80,27,37.88,19.06,21.63,55.42,22.94,md,0,641325.0,8427825.0,687.5
10,80,28,37.88,19.06,21.63,55.42,22.94,MD,0,641325.0,8427825.0,712.5
10,80,29,46.84,19.346666666666668,21.63,55.419999999999995,22.94,md,0,641325.0,8427825.0,737.5
10,80,30,36.38,20.55,28.63,52.43,18.93,md,0,641325.0,8427825.0,762.5
10,81,30,66.64333333333333,0.85,27.933333333333334,50.223333333333336,21.833333333333332,hf,1,641325.0,8427875.0,762.5
10,81,31,62.58,6.58,54.735,35.485,9.77,hc,0,641325.0,8427875.0,787.5
10,82,18,40.02,39.42,88.7,10.1,1.16,JP,0,641325.0,8427925.0,462.5
10,83,24,67.57,0.77,6.7,71.6,21.8,HF,1,641325.0,8427975.0,612.5
10,83,25,66.725,0.77,8.95,68.15,22.9,HF,1,641325.0,8427975.0,637.5
10,83,26,41.305,26.689999999999998,12.25,67.85,19.95,HF,0,641325.0,8427975.0,662.5
10,83,28,23.4,24.5,9.6,72.3,18.2,MD,0,641325.0,8427975.0,712.5
10,83,29,23.4,24.5,9.6,72.3,18.2,MD,0,641325.0,8427975.0,737.5
10,86,25,53.01,10.703333333333333,-19.953333333333333,5.199999999999998,-17.580000000000002,HF,0,641325.0,8428125.0,637.5
10,86,26,67.575,0.78,-41.730000000000004,-23.035,-33.74,HF,1,641325.0,8428125.0,662.5
10,87,26,67.195,10.434999999999999,-99.0,-99.0,-99.0,HF,0,641325.0,8428175.0,662.5
10,87,27,66.78,0.7799999999999999,-99.0,-99.0,-99.0,HF,1,641325.0,8428175.0,687.5
10,87,28,65.79,0.79,20.826666666666668,48.19,30.97,HF,1,641325.0,8428175.0,712.5
10,87,29,66.61666666666666,0.71,-18.430000000000003,3.973333333333329,-17.883333333333333,HF,1,641325.0,8428175.0,737.5
10,87,30,63.71,5.6025,19.57,-2.3000000000000007,-16.53,HC,0,641325.0,8428175.0,762.5
10,87,31,63.71666666666667,0.77,45.04999999999999,40.25,14.68,HC,1,641325.0,8428175.0,787.5
10,87,32,58.47,0.59,85.64,11.15,3.21,CM,0,641325.0,8428175.0,812.5
11,18,34,38.3,12.66,80.9,15.7,3.39,CG,0,641375.0,8424725.0,862.5
11,20,28,30.605,54.269999999999996,89.05000000000001,10.0,1.005,JP,0,641375.0,8424825.0,712.5
11,20,29,46.565,28.05,49.1,37.75,13.120000000000001,JP,0,641375.0,8424825.0,737.5
11,20,30,53.7,5.785,75.1,22.65,2.255,HEM,0,641375.0,8424825.0,762.5
11,20,31,50.6,9.433333333333334,73.9,23.600000000000005,2.56,JP,0,641375.0,8424825.0,787.5
11,20,32,44.55,9.155000000000001,73.9,23.6,2.56,JP,0,641375.0,8424825.0,812.5
11,20,33,31.2,15.3,73.9,23.6,2.56,MD,0,641375.0,8424825.0,837.5
11,24,26,39.61,42.43,100.0,0.0,0.0,MS,0,641375.0,8425025.0,662.5
11,24,27,39.61,42.43,100.0,0.0,0.0,MS,0,641375.0,8425025.0,687.5
11,24,28,39.61,42.43,100.0,0.0,0.0,MD,0,641375.0,8425025.0,712.5
11,24,29,39.61,42.43,100.0,0.0,0.0,MS,0,641375.0,8425025.0,737.5
11,24,30,39.61,42.43,100.0,0.0,0.0,JP,0,641375.0,8425025.0,762.5
11,24,31,64.75,4.03,20.793,59.6,19.607,HF,1,641375.0,8425025.0,787.5
11,24,35,37.983333333333334,11.753333333333336,82.7,13.5,3.85,CG,0,641375.0,8425025.0,887.5
11,24,36,23.4,26.65,82.7,13.5,3.85,MD,0,641375.0,8425025.0,912.5
11,27,27,37.97,43.3,98.15,1.65,0.2,JP,0,641375.0,8425175.0,687.5
11,27,31,40.435,40.55,91.62,6.55,1.8350000000000002,JP,0,641375.0,8425175.0,787.5
11,27,32,52.96666666666667,21.506666666666664,97.55,1.87,0.58,JP,0,641375.0,8425175.0,812.5
11,27,33,57.43,1.63,-99.0,-99.0,-99.0,MD,0,641375.0,8425175.0,837.5
11,28,38,60.31,0.89,100.0,0.0,0.0,MD,1,641375.0,8425225.0,962.5
11,30,29,-99.0,-99.0,-99.0,-99.0,-99.0,JP,0,641375.0,8425325.0,737.5
11,34,35,60.5,0.54,-99.0,-99.0,-99.0,CG,1,641375.0,8425525.0,887.5
11,36,31,33.12,51.23,100.0,0.0,0.0,JP,0,641375.0,8425625.0,787.5
11,36,32,33.12,51.23,100.0,0.0,0.0,JP,0,641375.0,8425625.0,812.5
11,36,33,61.55,5.92,52.79,39.94,7.26,HC,0,641375.0,8425625.0,837.5
11,36,34,39.27333333333333,5.043333333333333,-99.0,-99.0,-99.0,MD,0,641375.0,8425625.0,862.5
11,36,35,56.055,0.665,-13.704999999999998,-37.12,-48.005,CG,0,641375.0,8425625.0,887.5
11,38,30,38.2,44.99,100.0,0.0,0.0,MS,0,641375.0,8425725.0,762.5
11,38,31,38.2,44.99,100.0,0.0,0.0,JP,0,641375.0,8425725.0,787.5
11,38,32,45.23333333333333,31.663333333333338,70.82666666666667,20.34,8.826666666666666,JP,0,641375.0,8425725.0,812.5
11,38,33,60.065,16.5225,11.445,57.1425,31.385,HF,0,641375.0,8425725.0,837.5
11,38,34,65.16,0.78,11.1,55.85,33.02,CG,1,641375.0,8425725.0,862.5
11,38,35,65.16,0.78,11.1,55.85,33.02,CM,1,641375.0,8425725.0,887.5
11,40,35,59.83,0.72,-99.0,-99.0,-99.0,CM,0,641375.0,8425825.0,887.5
11,40,36,50.38333333333333,5.890000000000001,-60.161,-42.39066666666667,-62.25566666666666,CG,0,641375.0,8425825.0,912.5
11,40,37,50.0175,23.0225,17.517,70.828,11.233,JP,0,641375.0,8425825.0,937.5
11,40,38,41.1,40.4,17.517,70.828,11.233,MD,0,641375.0,8425825.0,962.5
11,40,39,40.760000000000005,29.115,17.517,70.828,11.233,MD,0,641375.0,8425825.0,987.5
11,49,34,63.41,0.52,-99.0,-99.0,-99.0,CM,1,641375.0,8426275.0,862.5
11,51,33,67.00999999999999,0.63,53.019999999999996,37.28,9.695,HC,1,641375.0,8426375.0,837.5
11,51,34,65.25666666666667,0.4533333333333333,49.919999999999995,36.99333333333333,13.08,CM,1,641375.0,8426375.0,862.5
11,53,29,67.65,0.49,-99.0,-99.0,-99.0,HF,1,641375.0,8426475.0,737.5
11,53,30,67.61,0.585,-41.83125,-19.10325,-37.852000000000004,HF,1,641375.0,8426475.0,762.5
11,53,31,67.515,0.71,-99.0,-99.0,-99.0,HF,1,641375.0,8426475.0,787.5
11,53,32,67.44,0.73,-99.0,-99.0,-99.0,HF,1,641375.0,8426475.0,812.5
11,53,33,67.6575,0.6425,-99.0,-99.0,-99.0,HF,1,641375.0,8426475.0,837.5
11,53,34,65.13,0.52,73.513,22.724,3.3,CM,1,641375.0,8426475.0,862.5
11,54,29,68.05,0.65,15.17,61.95,22.89,HF,1,641375.0,8426525.0,737.5
11,54,30,67.54,0.5933333333333333,-63.57333333333333,-45.10999999999999,-55.99,HF,1,641375.0,8426525.0,762.5
11,54,31,67.77,0.62,16.88,57.25,25.86,HF,1,641375.0,8426525.0,787.5
11,55,31,67.81,0.6333333333333333,22.19666666666667,52.163333333333334,25.633333333333336,HF,1,641375.0,8426575.0,787.5
11,55,32,67.10666666666667,0.5366666666666666,18.453333333333333,56.39000000000001,25.143333333333334,HF,1,641375.0,8426575.0,812.5
11,55,33,67.01333333333334,0.6833333333333332,14.579999999999998,58.25333333333333,27.159999999999997,HF,1,641375.0,8426575.0,837.5
11,55,34,65.995,0.62,28.255,52.215,19.525,CM,1,641375.0,8426575.0,862.5
11,57,27,67.7,0.68,-99.0,-99.0,-99.0,HF,1,641375.0,8426675.0,687.5
11,57,28,52.2,1.145,-99.0,-99.0,-99.0,HF,0,641375.0,8426675.0,712.5
11,57,29,67.25333333333333,0.6766666666666667,-62.59966666666667,-39.949,-62.26566666666667,HF,1,641375.0,8426675.0,737.5
11,57,30,67.32666666666667,0.5499999999999999,-99.0,-99.0,-99.0,HF,1,641375.0,8426675.0,762.5
11,57,31,67.63,0.5566666666666666,-99.0,-99.0,-99.0,HF,1,641375.0,8426675.0,787.5
11,57,32,67.51333333333334,0.53,-29.319000000000003,13.158333333333331,-16.615666666666666,HF,1,641375.0,8426675.0,812.5
11,57,33,67.51666666666667,0.5499999999999999,-99.0,-99.0,-99.0,HF,1,641375.0,8426675.0,837.5
11,57,34,66.8,0.56,-99.0,-99.0,-99.0,HF,1,641375.0,8426675.0,862.5
11,59,27,23.72,64.36,92.8,5.34,1.87,JP,0,641375.0,8426775.0,687.5
11,59,28,67.60333333333334,0.6633333333333333,-23.606666666666666,3.146666666666666,-11.88,HF,1,641375.0,8426775.0,712.5
11,59,29,67.00666666666666,0.66,14.089999999999998,54.22,31.679999999999996,HF,1,641375.0,8426775.0,737.5
11,59,30,66.72666666666667,0.6033333333333334,-26.61,8.303333333333333,-14.026666666666666,HF,1,641375.0,8426775.0,762.5
11,59,31,67.11333333333333,0.62,11.673333333333334,61.370000000000005,26.94333333333333,HF,1,641375.0,8426775.0,787.5
11,59,32,67.13,0.635,13.435,61.620000000000005,24.939999999999998,HF,1,641375.0,8426775.0,812.5
11,59,33,67.69,0.57,14.68,59.25,26.06,HF,1,641375.0,8426775.0,837.5
11,69,31,18.42,48.11,-99.0,-99.0,-99.0,MS,0,641375.0,8427275.0,787.5
11,69,32,18.42,48.11,-99.0,-99.0,-99.0,MD,0,641375.0,8427275.0,812.5
11,69,33,21.485,35.655,-99.0,-99.0,-99.0,MD,0,641375.0,8427275.0,837.5
11,69,34,30.265,14.875,-99.0,-99.0,-99.0,MD,0,641375.0,8427275.0,862.5
11,69,35,52.004999999999995,0.735,-99.0,-99.0,-99.0,CM,0,641375.0,8427275.0,887.5
11,71,29,57.87,22.36,12.1,71.7,16.2,MD,0,641375.0,8427375.0,737.5
11,71,30,-99.0,-99.0,-99.0,-99.0,-99.0,MS,0,641375.0,8427375.0,762.5
11,71,31,-20.565,-38.32,-43.45,-13.649999999999999,-41.4,MD,0,641375.0,8427375.0,787.5
11,71,32,5.579999999999998,-18.093333333333334,-24.933333333333334,14.800000000000002,-22.2,Jp,0,641375.0,8427375.0,812.5
11,71,33,-16.945,-43.245,-42.9,-14.149999999999999,-41.45,Hf,0,641375.0,8427375.0,837.5
11,71,34,-23.5,-49.05,-99.0,-99.0,-99.0,MD,0,641375.0,8427375.0,862.5
11,71,35,-23.5,-49.05,-99.0,-99.0,-99.0,CG,0,641375.0,8427375.0,887.5
11,73,27,58.26,1.18,77.6,19.21,2.72,CM,0,641375.0,8427475.0,687.5
11,73,28,65.32499999999999,0.915,78.555,18.71,2.05,CM,1,641375.0,8427475.0,712.5
11,73,30,66.27,0.84,73.31,23.38,2.5,MD,1,641375.0,8427475.0,762.5
11,73,32,62.75,4.52,27.43,58.62,13.58,HF,1,641375.0,8427475.0,812.5
11,73,33,41.55,39.900000000000006,-35.785,-20.19,-42.71,JP,0,641375.0,8427475.0,837.5
11,73,34,40.9,41.3,99.99,0.0,0.0,JP,0,641375.0,8427475.0,862.5
11,75,26,55.06666666666666,19.44333333333333,-33.31333333333333,-65.48,-65.87,Jp,0,641375.0,8427575.0,662.5
11,75,27,62.7725,8.5025,-99.0,-99.0,-99.0,Hf,0,641375.0,8427575.0,687.5
11,75,28,65.82,17.07,-99.0,-99.0,-99.0,Hf,0,641375.0,8427575.0,712.5
11,75,29,63.74,0.68,61.88,28.37,9.24,Md,1,641375.0,8427575.0,737.5
11,75,31,63.74,0.68,61.88,28.37,9.24,Ms,1,641375.0,8427575.0,787.5
11,76,24,30.15,35.565,92.85,6.449999999999999,0.65,JP,0,641375.0,8427625.0,612.5
11,76,25,57.129999999999995,22.58666666666667,27.766666666666666,59.599999999999994,12.633333333333333,HF,0,641375.0,8427625.0,637.5
11,76,26,67.27,1.26,13.4,73.6,13.0,MD,1,641375.0,8427625.0,662.5
11,76,28,67.27,1.26,13.4,73.6,13.0,MD,1,641375.0,8427625.0,712.5
11,77,35,57.57,0.83,71.2,24.5,4.3,MD,0,641375.0,8427675.0,887.5
11,77,36,55.126666666666665,9.893333333333333,14.466666666666669,-16.666666666666668,-30.133333333333336,MD,0,641375.0,8427675.0,912.5
11,77,37,29.01,25.45,-99.0,-99.0,-99.0,MD,0,641375.0,8427675.0,937.5
11,77,38,29.01,25.45,-99.0,-99.0,-99.0,MD,0,641375.0,8427675.0,962.5
11,77,39,29.01,25.45,-99.0,-99.0,-99.0,MS,0,641375.0,8427675.0,987.5
11,78,21,52.655,23.27,0.5,-49.5,-49.5,HF,0,641375.0,8427725.0,537.5
11,78,22,66.704,15.802000000000001,-31.415999999999997,-4.692000000000002,-22.95,HF,0,641375.0,8427725.0,562.5
11,78,23,67.21,9.87,-61.53,-45.63666666666666,-57.78666666666667,HF,0,641375.0,8427725.0,587.5
11,78,24,66.98666666666666,5.213333333333333,-63.379999999999995,-45.416666666666664,-56.026666666666664,HF,0,641375.0,8427725.0,612.5
11,78,25,53.14333333333334,22.820000000000004,-99.0,-99.0,-99.0,HF,0,641375.0,8427725.0,637.5
11,80,18,36.5,46.0,100.0,0.0,0.0,jp,0,641375.0,8427825.0,462.5
11,80,19,41.94,38.455,84.32,12.08,3.6,jp,0,641375.0,8427825.0,487.5
11,80,20,62.604,14.506,-24.125999999999998,-6.420000000000002,-28.26,jp,0,641375.0,8427825.0,512.5
11,80,21,67.0625,8.135,13.62,58.7525,27.622500000000002,hf,0,641375.0,8427825.0,537.5
11,80,22,67.51,0.8566666666666666,9.923333333333334,64.69666666666667,25.09,hf,1,641375.0,8427825.0,562.5
11,80,23,67.94,0.7775,11.755,60.8375,27.400000000000002,hf,1,641375.0,8427825.0,587.5
11,81,33,29.9,23.72,25.63,61.62,12.74,CG,0,641375.0,8427875.0,837.5
11,83,23,67.305,6.405,8.649999999999999,70.55000000000001,20.85,HF,0,641375.0,8427975.0,587.5
11,83,24,67.58,0.65,9.1,69.3,21.6,HF,1,641375.0,8427975.0,612.5
11,83,33,63.26,0.53,43.36,45.17,11.46,CM,1,641375.0,8427975.0,837.5
11,84,22,55.85666666666666,21.866666666666664,36.4,47.166666666666664,16.433333333333334,HF,0,641375.0,8428025.0,562.5
11,85,33,63.75,0.625,36.5,47.69,15.8,CM,1,641375.0,8428075.0,837.5
11,85,34,57.77,0.78,32.0075,50.5475,17.4375,HF,0,641375.0,8428075.0,862.5
11,85,35,67.625,0.685,13.66,62.075,24.255000000000003,HF,1,641375.0,8428075.0,887.5
11,87,25,68.2,0.68,-99.0,-99.0,-99.0,HF,1,641375.0,8428175.0,637.5
11,87,26,66.875,0.8,-45.175,-16.799999999999997,-36.545,HF,1,641375.0,8428175.0,662.5
11,87,27,65.48,4.3933333333333335,-99.0,-99.0,-99.0,HF,1,641375.0,8428175.0,687.5
11,87,28,67.13,0.8566666666666666,12.646666666666667,61.60666666666666,25.74,HF,1,641375.0,8428175.0,712.5
11,87,29,67.08999999999999,0.8033333333333333,13.65,61.276666666666664,25.060000000000002,HF,1,641375.0,8428175.0,737.5
11,87,30,66.66,0.71,-43.615,-14.729999999999997,-40.165,HF,1,641375.0,8428175.0,762.5
11,87,31,62.379999999999995,0.695,26.155,51.040000000000006,22.795,HEM,1,641375.0,8428175.0,787.5
11,87,32,63.464999999999996,0.68,16.542499999999997,0.427500000000002,-16.2175,CM,1,641375.0,8428175.0,812.5
12,18,29,22.2,39.6,85.1,13.1,1.75,MD,0,641425.0,8424725.0,737.5
12,18,30,15.799999999999999,49.76666666666667,85.1,13.1,1.75,MD,0,641425.0,8424725.0,762.5
12,18,31,10.6,50.7,85.1,13.1,1.75,MD,0,641425.0,8424725.0,787.5
12,18,32,50.7225,20.572499999999998,83.4,14.7,1.915,HC,0,641425.0,8424725.0,812.5
12,18,33,26.450000000000003,21.799999999999997,80.9,15.7,3.39,MD,0,641425.0,8424725.0,837.5
12,20,26,25.56,61.15,88.8,10.4,0.79,MS,0,641425.0,8424825.0,662.5
12,20,27,25.56,61.15,88.8,10.4,0.79,JP,0,641425.0,8424825.0,687.5
12,20,30,41.28,12.11,30.8,57.1,12.2,HEM,0,641425.0,8424825.0,762.5
